first_name,last_name,price,above_100
Jeffrey,Bauer,30.51584181,
Jessica,Shaffer,54.90193651,
Chris,Spencer,251.3752831,true
Mary,Clarke,236.0529879,true
Timothy,Mendoza,105.9834816,true
Alicia,Hoffman,182.343699,true
Joseph,Gardner,144.8091344,true
Rachael,Rangel,297.9496406,true
Jeffrey,Harrington,194.2716338,true
Sophia,Randolph,158.543126,true
Debbie,Freeman,275.8719167,true
Matthew,Braun,201.7749657,true
Sheri,Hudson,268.3748402,true
Mary,King,204.0785754,true
Beth,Davis,155.0680648,true
Margaret,Castillo,193.9063244,true
Tommy,Sandoval,172.283041,true
Christopher,Hines,46.55435299,
Richard,Wright,208.3596969,true
Michael,Brown,278.5230886,true
Nathan,Yu,134.1895098,true
Cameron,Ford,248.8921382,true
Carla,Hayes,265.3745759,true
Marissa,Matthews,136.0925777,true
Samuel,Thompson,237.1592416,true
Gary,Figueroa,168.9447684,true
Michael,West,146.8886849,true
Martin,Walton,140.3400576,true
Zachary,Lee,8.667301583,
Christopher,Stephenson,67.01185633,
Eric,Ortiz,117.7242458,true
Kara,Pittman,56.23964364,
Andrew,Cowan,295.9391812,true
Rhonda,Moss,259.0397505,true
Sarah,Williams,92.82627714,
Carolyn,Collins,236.2472888,true
Larry,Mooney,135.2701794,true
Laura,Livingston,294.2580699,true
Candace,Mckenzie,84.58145758,
Candace,Wallace,124.7464543,true
Jason,White,218.4318041,true
Patricia,Reynolds,89.01176826,
Michael,Ellison,244.4717106,true
Melissa,Robles,238.4560967,true
Heidi,Fry,109.6264717,true
James,Smith,163.9573856,true
Charles,Ruiz,48.45811847,
Stephanie,Green,9.144974191,
Stacey,Garcia,106.6192039,true
Glenda,Burke,206.3635063,true
Zachary,Alvarez,104.052369,true
Rachel,Shaw,2.448211506,
Carmen,Beard,269.623685,true
Tony,Daniels,186.9035775,true
Randy,Mora,70.74105982,
George,Aguirre,128.9497508,true
James,Miller,297.0405639,true
Jacqueline,Williams,17.30622156,
April,Taylor,121.2898903,true
Robert,Johnson,131.6237779,true
Gary,White,280.9706506,true
Kim,Lowe,192.7758756,true
Samantha,Jones,136.3415564,true
Randy,Lozano,16.30104965,
Arthur,Chavez,6.903795238,
Melissa,Miller,162.6066945,true
Leslie,Mccormick,282.5021066,true
Carlos,Rubio,63.21802404,
David,York,86.53219266,
Gabriella,Anthony,7.638645405,
Olivia,Poole,117.854172,true
Wayne,Wilson,74.67047228,
Elizabeth,Moore,267.3988136,true
Janice,Campbell,33.4533981,
Julie,Johnson,63.64156782,
Misty,Cantrell,189.0392091,true
Robert,Soto,109.0138357,true
Brenda,Cowan,60.84957659,
Kelly,Guerrero,259.5112157,true
David,Nichols,19.48524858,
Kayla,Taylor,186.2356283,true
Antonio,Garcia,125.4772126,true
Tyler,Cisneros,186.5898295,true
Jillian,Crawford,158.8172773,true
Karl,Pierce,132.7746811,true
Joann,Taylor,276.9621962,true
Jennifer,Jenkins,59.12858208,
Nancy,Brown,78.87073418,
Emma,Munoz,120.8428757,true
Shawn,Galloway,141.0298622,true
Melissa,Mcguire,213.0821204,true
Bryan,Chavez,125.396156,true
Fernando,Salazar,256.1537305,true
Megan,Moore,251.3477985,true
Robert,Williams,175.209725,true
Dennis,Sanford,29.45043264,
Kimberly,Herrera,154.8076505,true
Gloria,Potts,289.1049353,true
Suzanne,Barnett,8.470995351,
Leah,Myers,44.5579739,
Kylie,Thomas,13.45341602,
Amanda,Murphy,50.55321552,
Christopher,Matthews,282.3634971,true
Nicole,Parks,52.28399767,
Bobby,Martin,205.4899695,true
Kevin,Chambers,121.1711016,true
Kimberly,Lawson,250.2880742,true
Rachel,Lopez,101.8881123,true
Christopher,Clay,219.3845088,true
Daniel,Martin,0.30019336,
William,Taylor,66.55747014,
Steven,Johnson,111.293282,true
Daniel,Miller,80.57756789,
Taylor,Bryant,187.6315408,true
Lauren,Jones,194.7926312,true
Lindsey,Robertson,22.73764686,
Allison,Thomas,168.3334975,true
Vernon,Bishop,216.1870446,true
Susan,Parsons,132.918526,true
Brady,Snyder,210.3960863,true
Brent,Mcgrath,174.6983567,true
Peter,Smith,278.6080181,true
Deborah,Fox,248.1228234,true
Heather,Collins,147.4274074,true
Phillip,Meyers,102.7977472,true
Nicholas,Hubbard,275.4008364,true
Misty,Ramirez,62.31681444,
Scott,Johnson,85.87388958,
Jay,Nixon,253.4674787,true
Tony,Hall,61.19716522,
Taylor,Smith,41.49264584,
Mark,Reynolds,70.49794436,
Marilyn,Christensen,155.4854533,true
Denise,Atkins,185.451601,true
Melissa,Gonzales,228.0025997,true
Henry,Hoffman,229.6628876,true
Daisy,Davenport,59.52753518,
Christopher,Paul,122.7131699,true
Kevin,Craig,148.2010516,true
Natalie,Coleman,122.1440452,true
Jeremy,Strickland,130.8435662,true
Gary,Bonilla,162.6152534,true
Amanda,Richards,236.5957164,true
Heidi,Perez,245.1757228,true
Robert,Johnson,174.6922346,true
Gary,Mills,183.8363212,true
Chelsea,Caldwell,16.12083718,
John,Frye,223.2774175,true
Michael,Strong,220.4122322,true
Christopher,Delgado,85.78279752,
Whitney,Wallace,253.4556183,true
Rebecca,Martinez,59.68320226,
Marissa,Mccoy,116.9634653,true
Ricky,Kerr,38.99584409,
Anna,Campbell,249.9213404,true
Marie,Walters,73.38808729,
Robert,Martin,38.22288302,
Marc,Davis,162.2802619,true
James,Dixon,159.3794328,true
Vicki,Ramirez,186.1602427,true
Krista,Campbell,161.2338436,true
Lauren,Patterson,170.2123273,true
Megan,Clark,290.2581556,true
Judy,Zimmerman,219.5888255,true
Joseph,Williams,210.7841859,true
Lori,Acevedo,210.6602899,true
William,Taylor,275.6331763,true
Dawn,Snyder,248.9840417,true
Jennifer,Simmons,80.68353707,
Alyssa,Nunez,163.8009002,true
Robert,Black,63.92800482,
Julia,Young,239.2396683,true
Melinda,Barnes,227.2506352,true
Brett,Armstrong,154.1341836,true
Erik,Stevenson,246.0040722,true
Daniel,George,34.80089308,
Lindsey,Jones,197.7020395,true
Virginia,Lopez,227.4255915,true
Andrew,Brown,92.88318049,
Donna,Lowery,264.8326094,true
Alexis,Andrade,6.313985183,
Alyssa,Pierce,47.74032516,
Tara,Johnson,38.26768696,
Michael,Brady,162.0594322,true
James,Rhodes,51.92414009,
Pamela,Scott,42.43333392,
Martin,Ward,170.9498248,true
Kristina,Hernandez,107.6915718,true
Robert,Bush,87.18004191,
Rebecca,Larson,214.3895725,true
Brittany,Watson,190.520018,true
Ryan,Ramirez,249.7287913,true
Edward,Burns,87.64996993,
John,Prince,31.73842034,
Ashley,Boyer,107.6625992,true
James,Dean,61.6954542,
Natalie,Gordon,268.2800094,true
Ryan,Smith,136.207813,true
Stephen,Thompson,54.29639714,
William,Delgado,96.25442517,
Brian,Johnson,124.929208,true
James,Patel,216.6056429,true
Allen,Rogers,145.4342467,true
Aimee,Reyes,277.6656815,true
Susan,Williams,255.2153532,true
Edward,Griffin,108.6205222,true
Debra,Baker,296.5003089,true
Yvette,Kramer,279.9371174,true
Alyssa,Williams,270.8972241,true
John,Cunningham,173.0242833,true
Dana,Gilbert,86.51917139,
Stephen,Henry,146.1515578,true
Bradley,James,137.9824935,true
Melinda,Peters,16.83003044,
Robert,Goodman,213.5423984,true
Leslie,Moore,195.9630799,true
Sarah,Gray,270.7947288,true
Amy,Haynes,258.5062773,true
Gary,Dean,184.425152,true
Jonathan,Duran,224.5361417,true
Elizabeth,Ruiz,124.6694495,true
Caitlin,Lewis,196.3598959,true
Micheal,Blackburn,10.44317525,
Sheryl,Mccarthy,159.9519731,true
Lisa,Smith,150.9122679,true
Jared,Juarez,247.5606457,true
Brett,Castro,217.3328585,true
Jessica,Murray,175.3022184,true
Austin,Coffey,16.25913962,
Shelly,Jacobs,3.856762052,
Elizabeth,Logan,298.7423281,true
Cody,Anderson,128.0814967,true
Kayla,Wood,256.052876,true
Paul,Singh,157.9636169,true
James,Mays,245.2433072,true
Thomas,Moore,244.5914982,true
Linda,Pacheco,299.604007,true
Jenny,Clark,66.32311808,
Patrick,Guzman,223.4965981,true
Scott,Peters,229.487331,true
John,Stevenson,23.09927229,
Kristina,Brooks,154.6805826,true
Nancy,Aguilar,63.38787527,
Robert,Brown,132.7329536,true
Jessica,Williams,255.9581577,true
David,Brown,290.5944806,true
Dorothy,Munoz,242.56454,true
Jason,Lawson,76.09246622,
James,Hall,167.9698314,true
Patricia,Carpenter,46.08147123,
Jeff,Cardenas,64.36052627,
Michelle,Johnson,19.18945036,
Frank,Madden,17.34021424,
George,Tanner,291.4292653,true
Dylan,Johnson,40.65328581,
Pamela,King,282.4817647,true
Jesse,Frazier,95.66568525,
Edward,Russell,103.2235913,true
Diana,Mcdonald,183.096436,true
Randy,Dawson,192.1441514,true
Jasmine,Williams,286.1692336,true
Robert,Smith,124.219007,true
Sara,Young,183.9944858,true
Samantha,Gonzalez,205.5899257,true
Christina,Torres,286.2681619,true
Maria,Bailey,141.9076294,true
Charles,Bartlett,94.22658657,
Natalie,Parker,238.0161589,true
Paula,Hernandez,48.88381678,
Jessica,Jenkins,14.94777896,
Drew,Henson,223.0761309,true
Michael,Davis,17.98090899,
Ian,Ramos,23.68465648,
Anna,Wright,235.5824596,true
Ashley,Anderson,74.40865878,
Jennifer,Wright,298.1278773,true
Nicole,Lopez,67.72888616,
Tara,Ellis,21.92761435,
Hannah,Elliott,42.35003061,
Gavin,Rodriguez,116.3664242,true
Johnny,Jackson,291.5968901,true
Martin,Garrett,147.0670556,true
Terri,Hayes,167.3609673,true
Adam,Huang,260.8409357,true
Carolyn,Garner,104.4106535,true
Lisa,Lee,130.2202511,true
Rodney,Escobar,8.711600244,
Michael,Johnson,144.5450063,true
Michelle,Carter,55.94822858,
John,Dunn,81.5436983,
Terry,Pierce,297.8661824,true
David,Buck,258.7910904,true
Jennifer,Newman,149.3096363,true
Cynthia,Lee,246.5934196,true
Sylvia,Clark,299.5252351,true
Joseph,Taylor,86.08285036,
Kathleen,Barton,37.4218087,
Michael,Harris,52.86340979,
Eric,Benson,172.1967218,true
Curtis,Butler,44.51322087,
Brittany,Le,51.04878875,
Jeremiah,Sims,101.161794,true
David,Davis,290.4227547,true
Tiffany,Bond,181.4895479,true
Patricia,Chen,61.60059465,
William,Crawford,181.7603749,true
Christina,Roberts,29.28680092,
Jerome,Scott,232.1441336,true
Jeffery,Walker,272.0840276,true
Todd,Alvarez,212.1733632,true
John,Henry,223.9911858,true
James,Miles,156.3675778,true
Michael,Downs,31.19720611,
Kayla,Wheeler,6.095911005,
Charles,Martin,161.2752287,true
Harold,Bennett,135.042355,true
Michael,Swanson,200.3923528,true
Janet,Mcdonald,79.80353707,
Brett,Willis,244.4064115,true
Jacob,Smith,27.92322882,
Alexa,Webb,167.5688585,true
Louis,Klein,40.12200004,
Tony,Yu,15.74238645,
Lisa,Goodman,121.0784096,true
Kimberly,Hernandez,36.97352302,
Phillip,Friedman,145.8418308,true
Brian,Lam,2.900394487,
Kristin,Wilkins,251.8510287,true
Joshua,Lynch,188.878111,true
Blake,Mclaughlin,276.6512157,true
Billy,Olsen,10.00480704,
Shawn,Brock,179.6158086,true
Danielle,Jones,222.6952076,true
Jim,Gomez,60.12919733,
Sabrina,Henderson,178.7453853,true
David,Pennington,245.3184012,true
Deborah,Williams,137.015971,true
Stephanie,Bowman,227.0047204,true
Joseph,Frazier,176.4533023,true
Ryan,Mclaughlin,249.864376,true
Tony,Hall,135.8550959,true
Timothy,Martin,289.2653637,true
John,Obrien,261.8481216,true
Barbara,Johnson,53.80589508,
Brandon,Marshall,139.8477827,true
Carrie,Miller,11.55550873,
Samantha,Dean,261.6193407,true
Jamie,Wilson,87.74932378,
Carlos,Acosta,236.6035296,true
Amy,Bennett,228.7494578,true
Dominique,Wells,116.6435954,true
Sarah,Bright,237.5160783,true
Michael,Barton,111.5883392,true
Rebecca,Anderson,172.3062642,true
Megan,Riggs,31.41542458,
Whitney,Andrews,44.1176993,
Catherine,Jones,127.0135122,true
William,Andrews,236.2180763,true
Kathleen,Edwards,158.3239538,true
Roger,Frost,220.4688874,true
Justin,Johnson,255.8491608,true
Valerie,Young,265.1702577,true
Samantha,Perez,239.9469797,true
Devin,Allen,72.15833791,
Stephanie,Little,238.9238728,true
Melanie,Miller,27.5070475,
Erica,Beck,2.408526397,
Toni,Dunn,168.373362,true
Eric,Dunn,211.8975891,true
David,Jackson,169.3550529,true
Melanie,Gates,94.66629008,
Heather,Pierce,17.41061969,
Jordan,Lewis,153.0146174,true
Michele,Johnson,255.7149801,true
Samantha,Ryan,249.4925261,true
Christopher,Hudson,201.9997518,true
Zachary,Williams,106.5992164,true
Donna,Davis,66.72879991,
Jordan,Erickson,237.7720748,true
Christopher,Nolan,88.7427826,
Evelyn,Hanna,11.36458787,
Jason,Johnson,250.2314702,true
Barbara,Caldwell,224.7115849,true
Ronald,Huff,7.220543464,
Holly,Norris,216.2305109,true
Derrick,Carter,11.83791299,
Kenneth,Golden,285.8508169,true
Grace,Edwards,70.08655795,
Jonathan,Rios,57.71259736,
Mackenzie,Miller,265.5941732,true
Tammy,Taylor,138.8559857,true
Reginald,King,207.3305606,true
Matthew,Fletcher,130.5591612,true
Elizabeth,Jordan,177.7124355,true
Sally,Santiago,45.11902986,
James,Johnson,12.89573538,
Jason,Saunders,242.8437386,true
Carol,Hernandez,4.624370641,
Kendra,Dawson,291.5212704,true
James,Hess,58.42698092,
Michael,Stokes,25.51886602,
Jeffrey,Martinez,147.6903791,true
Joseph,Bell,102.9874282,true
Pamela,Black,140.719389,true
Robert,Jordan,100.4711011,true
Kathy,Baker,263.5511899,true
Brian,Bailey,115.3628316,true
Mitchell,Clark,190.2857937,true
Kelly,Mcintyre,168.7344269,true
Susan,Ali,260.5821259,true
Latoya,Gonzales,205.0424222,true
Olivia,Mayo,251.5393163,true
Thomas,Anderson,221.0320214,true
Todd,Jennings,182.3938507,true
Paul,Dixon,22.25760841,
Julie,Torres,130.6787559,true
James,Miller,202.2296492,true
John,Howard,80.73869922,
Anne,Savage,134.0405497,true
Richard,Wilson,226.8917134,true
Amber,Esparza,187.5777824,true
Todd,Armstrong,99.18946135,
Aaron,Richardson,118.4556824,true
Gregory,Pollard,234.1382368,true
Jon,Butler,225.7678307,true
Chelsea,Madden,116.6229213,true
Misty,Ramos,234.0837103,true
Ryan,Murphy,233.787281,true
Brittany,Sandoval,259.1615163,true
Rose,Stanton,132.5843724,true
Kristen,Banks,287.0092393,true
Julia,Stokes,140.3125662,true
Paul,Phillips,186.004365,true
Amber,Thompson,128.4038652,true
Valerie,Norton,278.473292,true
Adam,Parker,228.1780449,true
Jennifer,Gonzales,201.9577223,true
Jacqueline,Hernandez,260.086074,true
Cory,Walker,276.8951661,true
Jennifer,Miller,220.5202145,true
Dawn,Bond,270.3604905,true
Tara,Daniel,247.6926552,true
Rebecca,Thompson,136.4907152,true
Victor,Serrano,260.1217048,true
Elizabeth,Bell,55.220858,
Julie,Coleman,122.6292673,true
Jennifer,Brown,8.634621797,
Jessica,Moore,266.6472363,true
John,Ramirez,160.9401531,true
Becky,Hall,271.1221772,true
Christine,Smith,295.80399,true
Christopher,Osborne,146.2329234,true
Jacob,Hernandez,7.999586638,
Jennifer,Rogers,128.5133967,true
Tammy,Young,19.64948762,
James,Lewis,56.04829693,
Charles,Stanley,74.1148732,
Christina,Garcia,85.95341522,
Heather,Davis,74.29698857,
Ashley,Fuentes,228.8808044,true
Jorge,Brown,2.668016258,
Sierra,Park,205.5258599,true
Todd,Miller,272.9947016,true
Jeffrey,Sanchez,71.25953585,
Crystal,Luna,99.9830512,
Devin,Flores,60.75152093,
Bianca,Martin,123.5356854,true
Danielle,Snyder,26.67738087,
Edward,Carney,265.0690245,true
Joseph,Grimes,268.7529259,true
April,Fowler,164.807737,true
Michelle,Mccoy,145.0996084,true
Alicia,Stone,21.30617961,
Micheal,Lloyd,215.1732624,true
Richard,Ortiz,148.9167449,true
Jasmine,Reyes,44.61653265,
Tony,Smith,114.4025946,true
Mary,Melton,198.305836,true
William,Griffin,146.0813867,true
Scott,Vargas,58.25361228,
Adam,Guerra,13.06034675,
Christina,Vang,215.2971497,true
Nicole,Williams,189.1902467,true
Erica,Powers,142.7933784,true
Angela,Garcia,175.2561835,true
Melissa,Brown,257.9026846,true
John,Santiago,55.75051528,
Donald,Nelson,20.74710164,
Misty,Bell,263.0063735,true
Vanessa,Barnes,81.07265035,
Brian,Austin,212.6489366,true
Jeffrey,King,252.2896877,true
Levi,Vaughn,142.1224476,true
Melanie,Blake,244.2496518,true
Marvin,Franklin,219.6697621,true
Angela,Massey,110.5922776,true
Lisa,Cole,202.2032766,true
George,Stark,103.6304844,true
Jeffrey,Salas,232.9586528,true
Richard,Reeves,85.83249893,
Heather,Maldonado,292.4101672,true
Shelly,Mcdaniel,267.5668047,true
David,Ryan,80.92148227,
Tyler,Trevino,75.70611538,
Christina,Jackson,155.4855824,true
Jodi,Peterson,20.74948998,
Melissa,Carney,42.0237226,
David,Cole,113.4241367,true
Ricardo,Weber,215.4765291,true
Jessica,Mckenzie,280.9707751,true
James,Ramirez,36.28177824,
Jeffrey,Wise,77.17375689,
Brandy,Fisher,169.5800524,true
Renee,Barrera,246.0147811,true
Melanie,Wiggins,14.97387711,
Alexander,Mckee,171.6037468,true
Sheryl,Hill,9.161919917,
Sandra,White,272.9878419,true
Christopher,Thompson,22.06905227,
Daniel,Smith,130.7526411,true
Theresa,Johnson,61.15255402,
Kristopher,Cunningham,127.4296829,true
Nathan,Morgan,166.2127571,true
David,Murray,110.6025674,true
April,Taylor,2.033803094,
Daniel,Herrera,245.1409137,true
John,Mcpherson,200.3253003,true
Scott,Simmons,44.45087327,
Gary,Tran,86.68368261,
Erica,Vaughn,289.7922876,true
Jennifer,Peterson,179.3599432,true
April,Mccormick,219.6090619,true
Justin,Davis,39.14509514,
Julia,Hall,163.1533708,true
Anna,Cunningham,188.9376293,true
Jacob,Stevens,233.2257703,true
Jerry,Payne,169.6238126,true
Mark,Collins,117.6222818,true
Benjamin,Clark,93.10220462,
Lisa,Norton,17.32317763,
Christopher,Smith,81.45143196,
Mary,Myers,37.44740126,
Stephanie,Skinner,6.450115409,
Dave,Kelly,121.9757295,true
Patricia,Gallagher,196.371178,true
Shaun,Holloway,39.44032807,
Marc,Love,262.2720982,true
Michael,Mayer,41.42900813,
Mason,Rodriguez,162.7919652,true
Jason,Payne,83.2794627,
Johnny,Hicks,74.9443794,
Lisa,Rodgers,32.10622464,
Sarah,Tyler,87.15157534,
Brian,Rodriguez,26.0816515,
Charlene,Jones,246.885328,true
Scott,Lawrence,227.6139565,true
Carol,Patrick,140.4516807,true
Jessica,Gibson,60.11999568,
Linda,Sullivan,4.597577836,
Donna,Carrillo,237.8259111,true
Scott,Baker,227.4705054,true
Brian,Jensen,174.9671222,true
James,Sosa,81.43216331,
Veronica,Zavala,51.45914813,
Jenny,Fields,186.1692976,true
George,Monroe,230.8455603,true
Michael,Smith,153.7056177,true
Kevin,Oliver,190.3976967,true
Nicholas,Mejia,13.52272289,
Phillip,Logan,169.7231774,true
Jamie,Jackson,299.1846576,true
Thomas,Alvarez,72.23090551,
Kaitlin,Lawson,116.9434704,true
Carlos,Wagner,268.2158202,true
Christopher,Anderson,45.61401189,
Roberto,Sparks,113.7675985,true
Julie,Oneal,214.0692547,true
Megan,Friedman,240.3518353,true
Cheryl,Taylor,96.58849728,
Jeffrey,Hatfield,241.5103666,true
James,Phillips,18.9820537,
Jessica,Moore,128.9224193,true
Eric,Richards,79.96034999,
Rebecca,Mitchell,240.7557103,true
Anna,Patrick,158.13197,true
Eric,Schmidt,197.3438304,true
Mark,Campbell,156.8947774,true
Taylor,Oconnell,190.5868648,true
Debra,Peters,70.77282649,
Richard,Anderson,99.64762699,
William,Russell,201.2067577,true
Ryan,Mcdaniel,245.9720704,true
Jacqueline,Frazier,191.7286603,true
Steven,Stuart,32.13545499,
Emily,Rodriguez,90.35267623,
Ryan,Perez,28.24313981,
Lauren,Hahn,287.3152387,true
Megan,Lopez,127.4434204,true
Matthew,Lucero,194.0146142,true
Joseph,Perez,52.96715715,
Kimberly,Wright,153.6378606,true
Donald,Braun,16.16466094,
Savannah,Reese,156.4062563,true
Leslie,Wiggins,65.73844854,
Deanna,Gonzalez,26.46654614,
Derrick,Brown,22.81013853,
Meghan,Davis,116.3037504,true
Faith,Edwards,163.6350438,true
Stephanie,Morgan,160.7615774,true
Laura,Vargas,17.12739612,
Caleb,Singh,55.99219306,
Cassandra,Andrade,189.3732231,true
Robert,Hall,183.8510853,true
Kenneth,Hill,6.341114311,
David,Brown,136.8591472,true
Sarah,Lewis,237.1228892,true
Stephen,Meyers,261.2785989,true
Victor,Becker,71.86420397,
Brad,Huff,150.7929287,true
Thomas,Sanchez,18.39675475,
Michael,Chapman,229.9602555,true
Stephen,Lam,89.72241118,
Theresa,Wells,80.07481776,
Richard,Barrera,55.20716243,
Kelly,Boyle,237.0515981,true
Alexander,Richardson,21.98915208,
James,Hicks,177.0515297,true
Todd,Simon,93.74886446,
Jason,Meyer,114.0768801,true
Matthew,Moore,150.4707103,true
Lindsay,Rivera,108.1302862,true
Michael,Peterson,253.4940966,true
Jennifer,Martin,193.1962602,true
Martin,Solomon,186.44926,true
Rebecca,Quinn,72.46973743,
Kerry,Branch,9.474332966,
Leslie,Ruiz,219.3292641,true
Joseph,Howard,86.76006819,
Rebecca,Wright,233.5123787,true
Jacqueline,Phillips,266.4418808,true
Wesley,Erickson,134.5999692,true
Janet,West,225.8993827,true
James,Barnett,237.5878966,true
Eric,Scott,252.8316303,true
James,Jones,250.7173487,true
Joshua,Baker,87.85407145,
Kathleen,Baker,260.1202045,true
Michael,Clark,260.3821386,true
Anne,Richards,214.576803,true
Renee,Williams,273.244834,true
Derek,Thomas,128.0732518,true
Robert,White,15.36006275,
Teresa,Figueroa,157.0536374,true
Ashley,Murphy,117.9457723,true
Laura,Peterson,227.6123872,true
Brian,Cardenas,96.53388242,
Dana,Conrad,12.35802683,
Kathleen,Deleon,123.7719434,true
Ebony,Garcia,243.754614,true
Johnathan,Allen,8.375005469,
Laura,Faulkner,0.172930056,
Kirk,Pearson,9.303532223,
Joseph,Bonilla,44.2075727,
Christina,Moore,121.1085131,true
Gary,Barber,109.5760422,true
Laura,Diaz,1.192317589,
Jerry,Stuart,222.1184712,true
Brianna,Griffith,200.530082,true
Kenneth,Lopez,56.49118553,
Wesley,Krause,115.9217821,true
Derek,Sullivan,199.9901641,true
Brian,Johnson,202.850954,true
Monica,Mcdonald,190.9497467,true
Christine,Peterson,144.0482779,true
Brianna,Ramirez,196.1333418,true
Robert,Decker,71.98489152,
Michael,Bryant,82.40541955,
Jamie,Silva,161.7920788,true
Steven,Jones,96.06536657,
Christopher,Bautista,25.7526185,
Elizabeth,Stein,255.6515653,true
Brandi,Werner,297.9637678,true
Derrick,Jones,167.9345937,true
Michelle,Price,80.72808372,
Kara,Silva,32.088137,
Lisa,Cox,33.65138701,
Jonathan,Armstrong,14.57035663,
Randy,Rodriguez,178.0077151,true
Amber,Payne,124.4776004,true
Patricia,Moore,55.82247702,
Barbara,Krueger,60.73961436,
Susan,Colon,191.5557109,true
Ryan,Morgan,296.2379031,true
Chad,Willis,8.733980598,
Brian,Curtis,154.5553092,true
Stephanie,Jones,257.3034447,true
Jeffrey,Garcia,242.1753175,true
Erik,Walker,167.3473741,true
Steven,Murray,179.8138796,true
Samuel,Simmons,38.36117241,
Brian,Brown,100.039538,true
Barbara,Brown,223.02702,true
